Open,High,Low,Close,Adj Close,Volume,Date,Company
529.9299926757812,540.5,527.030029296875,539.4199829101562,539.4199829101562,3938600,2021-04-01,Netflix
540.010009765625,542.8499755859375,529.22998046875,540.6699829101562,540.6699829101562,3355900,2021-04-05,Netflix
544.8099975585938,554.1699829101562,543.2999877929688,544.530029296875,544.530029296875,3474200,2021-04-06,Netflix
543.5,549.6400146484375,541.4500122070312,546.989990234375,546.989990234375,2151300,2021-04-07,Netflix
551.1300048828125,556.9000244140625,547.5700073242188,554.5800170898438,554.5800170898438,4309800,2021-04-08,Netflix
552.6900024414062,556.9000244140625,547.1099853515625,555.3099975585938,555.3099975585938,2894000,2021-04-09,Netflix
551.0499877929688,557.97998046875,549.5800170898438,552.780029296875,552.780029296875,2944100,2021-04-12,Netflix
557.0,559.75,550.2999877929688,553.72998046875,553.72998046875,2720300,2021-04-13,Netflix
554.8699951171875,554.8699951171875,538.530029296875,540.02001953125,540.02001953125,3740300,2021-04-14,Netflix
544.1699829101562,553.489990234375,542.6599731445312,549.219970703125,549.219970703125,3139100,2021-04-15,Netflix
550.5399780273438,551.97998046875,539.510009765625,546.5399780273438,546.5399780273438,3209100,2021-04-16,Netflix
546.9000244140625,556.4400024414062,545.530029296875,554.4400024414062,554.4400024414062,4288700,2021-04-19,Netflix
554.4199829101562,563.5599975585938,546.2999877929688,549.5700073242188,549.5700073242188,11257600,2021-04-20,Netflix
508.0,515.4600219726562,503.6000061035156,508.8999938964844,508.8999938964844,22897400,2021-04-21,Netflix
513.8200073242188,513.9600219726562,500.5499877929688,508.7799987792969,508.7799987792969,9061100,2021-04-22,Netflix
509.010009765625,509.7000122070313,500.7000122070313,505.5499877929688,505.5499877929688,7307700,2021-04-23,Netflix
506.760009765625,510.4800109863281,503.0,510.2999877929688,510.2999877929688,4388800,2021-04-26,Netflix
512.6199951171875,512.989990234375,504.5799865722656,505.5499877929688,505.5499877929688,3761300,2021-04-27,Netflix
505.2000122070313,508.3999938964844,503.3399963378906,506.5199890136719,506.5199890136719,3193000,2021-04-28,Netflix
507.6000061035156,509.2900085449219,499.0,509.0,509.0,5127800,2021-04-29,Netflix
505.0,514.5499877929688,505.0,513.469970703125,513.469970703125,4413200,2021-04-30,Netflix
512.6500244140625,518.9500122070312,505.2000122070313,509.1099853515625,509.1099853515625,4091900,2021-05-03,Netflix
510.7799987792969,511.6300048828125,496.7900085449219,503.1799926757813,503.1799926757813,4349500,2021-05-04,Netflix
504.989990234375,507.7799987792969,494.6300048828125,496.0799865722656,496.0799865722656,3129400,2021-05-05,Netflix
495.989990234375,499.5499877929688,491.3699951171875,499.5499877929688,499.5499877929688,3783700,2021-05-06,Netflix
504.6199951171875,508.5499877929688,501.1199951171875,503.8399963378906,503.8399963378906,3132800,2021-05-07,Netflix
502.0,503.1499938964844,486.1099853515625,486.6900024414063,486.6900024414063,5131600,2021-05-10,Netflix
479.75,497.989990234375,478.6300048828125,495.0799865722656,495.0799865722656,4401000,2021-05-11,Netflix
486.8299865722656,493.5400085449219,482.7000122070313,484.9800109863281,484.9800109863281,4121500,2021-05-12,Netflix
489.1300048828125,490.7799987792969,482.7099914550781,486.6600036621094,486.6600036621094,2712500,2021-05-13,Netflix
487.8599853515625,494.8500061035156,486.5899963378906,493.3699951171875,493.3699951171875,2882500,2021-05-14,Netflix
485.5899963378906,492.7099914550781,482.80999755859375,488.9400024414063,488.9400024414063,2705200,2021-05-17,Netflix
488.3999938964844,493.4800109863281,486.1900024414063,486.2799987792969,486.2799987792969,2350500,2021-05-18,Netflix
481.6300048828125,488.5700073242188,478.5400085449219,487.7000122070313,487.7000122070313,3349900,2021-05-19,Netflix
489.5499877929688,502.7000122070313,488.9800109863281,501.6700134277344,501.6700134277344,3721200,2021-05-20,Netflix
503.1199951171875,505.3999938964844,497.260009765625,497.8900146484375,497.8900146484375,3322900,2021-05-21,Netflix
501.0499877929688,504.25,499.510009765625,502.8999938964844,502.8999938964844,2412600,2021-05-24,Netflix
506.0,506.3699951171875,499.2200012207031,501.3399963378906,501.3399963378906,2699500,2021-05-25,Netflix
502.3399963378906,504.1400146484375,500.5,502.3599853515625,502.3599853515625,2465300,2021-05-26,Netflix
501.7999877929688,505.1000061035156,498.5400085449219,503.8599853515625,503.8599853515625,3253800,2021-05-27,Netflix
504.3999938964844,511.760009765625,502.5299987792969,502.80999755859375,502.80999755859375,2910300,2021-05-28,Netflix
504.010009765625,505.4100036621094,497.739990234375,499.0799865722656,499.0799865722656,2482600,2021-06-01,Netflix
499.8200073242188,503.2200012207031,495.8200073242188,499.239990234375,499.239990234375,2269000,2021-06-02,Netflix
495.1900024414063,496.6600036621094,487.25,489.4299926757813,489.4299926757813,3887400,2021-06-03,Netflix
492.0,501.8599853515625,490.9500122070313,494.739990234375,494.739990234375,3160500,2021-06-04,Netflix
492.9200134277344,496.7000122070313,490.5499877929688,494.6600036621094,494.6600036621094,2791900,2021-06-07,Netflix
497.0,498.8200073242188,489.3699951171875,492.3900146484375,492.3900146484375,2374000,2021-06-08,Netflix
494.5,496.0899963378906,484.6499938964844,485.80999755859375,485.80999755859375,3055000,2021-06-09,Netflix
487.1700134277344,490.2099914550781,482.1400146484375,487.2699890136719,487.2699890136719,4382900,2021-06-10,Netflix
490.0,491.4100036621094,487.7799987792969,488.7699890136719,488.7699890136719,3124000,2021-06-11,Netflix
489.6799926757813,503.5,486.9100036621094,499.8900146484375,499.8900146484375,4400200,2021-06-14,Netflix
501.2300109863281,501.2300109863281,490.3999938964844,491.8999938964844,491.8999938964844,3104100,2021-06-15,Netflix
495.0,496.4599914550781,486.2799987792969,492.4100036621094,492.4100036621094,3533200,2021-06-16,Netflix
490.25,501.7999877929688,490.1499938964844,498.3399963378906,498.3399963378906,3198300,2021-06-17,Netflix
496.3999938964844,504.489990234375,495.239990234375,500.7699890136719,500.7699890136719,5197600,2021-06-18,Netflix
501.6400146484375,502.0499877929688,492.2799987792969,497.0,497.0,5277300,2021-06-21,Netflix
498.5400085449219,513.5499877929688,495.7999877929688,508.8200073242188,508.8200073242188,5809300,2021-06-22,Netflix
508.4800109863281,516.6300048828125,508.2000122070313,512.739990234375,512.739990234375,3944800,2021-06-23,Netflix
517.9600219726562,520.9600219726562,514.4000244140625,518.0599975585938,518.0599975585938,3361200,2021-06-24,Netflix
528.8400268554688,533.0599975585938,525.0,527.0700073242188,527.0700073242188,5299100,2021-06-25,Netflix
528.1199951171875,533.9400024414062,524.5599975585938,533.030029296875,533.030029296875,2820200,2021-06-28,Netflix
533.5499877929688,536.1300048828125,528.5700073242188,533.5,533.5,2314600,2021-06-29,Netflix
534.0599975585938,534.3800048828125,526.8200073242188,528.2100219726562,528.2100219726562,2773400,2021-06-30,Netflix
525.719970703125,537.0399780273438,525.719970703125,533.5399780273438,533.5399780273438,2805400,2021-07-01,Netflix
535.5,538.5399780273438,529.3900146484375,533.97998046875,533.97998046875,1975500,2021-07-02,Netflix
533.0,542.8599853515625,533.0,541.6400146484375,541.6400146484375,2775100,2021-07-06,Netflix
544.239990234375,544.6400146484375,531.6599731445312,535.9600219726562,535.9600219726562,2722500,2021-07-07,Netflix
530.9299926757812,535.5,529.0900268554688,530.760009765625,530.760009765625,3269000,2021-07-08,Netflix
531.0,538.260009765625,528.5800170898438,535.97998046875,535.97998046875,2777200,2021-07-09,Netflix
540.2999877929688,540.6500244140625,532.9199829101562,537.3099975585938,537.3099975585938,1780700,2021-07-12,Netflix
535.760009765625,545.3300170898438,535.760009765625,540.6799926757812,540.6799926757812,2751600,2021-07-13,Netflix
541.010009765625,554.0999755859375,541.010009765625,547.9500122070312,547.9500122070312,4659500,2021-07-14,Netflix
553.969970703125,557.5399780273438,538.2000122070312,542.9500122070312,542.9500122070312,5713900,2021-07-15,Netflix
541.8099975585938,544.0599975585938,527.0499877929688,530.3099975585938,530.3099975585938,3442100,2021-07-16,Netflix
526.0499877929688,534.9099731445312,522.239990234375,532.280029296875,532.280029296875,3885800,2021-07-19,Netflix
526.0700073242188,536.6400146484375,520.2999877929688,531.0499877929688,531.0499877929688,6930400,2021-07-20,Netflix
526.1300048828125,530.989990234375,505.6099853515625,513.6300048828125,513.6300048828125,11906800,2021-07-21,Netflix
510.2099914550781,513.6799926757812,507.0,511.7699890136719,511.7699890136719,4328100,2021-07-22,Netflix
512.1599731445312,517.4099731445312,504.6600036621094,515.4099731445312,515.4099731445312,3820500,2021-07-23,Netflix
514.3800048828125,521.1300048828125,509.010009765625,516.489990234375,516.489990234375,2254500,2021-07-26,Netflix
518.0800170898438,521.9500122070312,512.0499877929688,518.9099731445312,518.9099731445312,2759000,2021-07-27,Netflix
521.8200073242188,524.469970703125,516.97998046875,519.2999877929688,519.2999877929688,2390500,2021-07-28,Netflix
519.9600219726562,520.780029296875,513.7899780273438,514.25,514.25,1736000,2021-07-29,Netflix
512.6900024414062,519.7899780273438,510.9599914550781,517.5700073242188,517.5700073242188,2537100,2021-07-30,Netflix
519.0,519.8499755859375,510.510009765625,515.1500244140625,515.1500244140625,2096600,2021-08-02,Netflix
514.3900146484375,515.6300048828125,505.3699951171875,510.8200073242188,510.8200073242188,2579400,2021-08-03,Netflix
513.0,517.97998046875,510.3699951171875,517.3499755859375,517.3499755859375,2039400,2021-08-04,Netflix
517.1300048828125,525.4099731445312,514.02001953125,524.8900146484375,524.8900146484375,2556700,2021-08-05,Netflix
524.0,526.8400268554688,519.3900146484375,520.5499877929688,520.5499877929688,1919800,2021-08-06,Netflix
521.1500244140625,522.6699829101562,517.989990234375,519.969970703125,519.969970703125,1367800,2021-08-09,Netflix
520.0,520.7899780273438,512.969970703125,515.8400268554688,515.8400268554688,1960500,2021-08-10,Netflix
517.0,519.5700073242188,509.7699890136719,512.4000244140625,512.4000244140625,1673900,2021-08-11,Netflix
511.8599853515625,513.0,507.2000122070313,510.7200012207031,510.7200012207031,1685700,2021-08-12,Netflix
512.6400146484375,521.4400024414062,511.510009765625,515.9199829101562,515.9199829101562,2177700,2021-08-13,Netflix
515.239990234375,523.3800048828125,512.2999877929688,517.9199829101562,517.9199829101562,2032800,2021-08-16,Netflix
515.469970703125,520.7899780273438,514.2000122070312,518.9099731445312,518.9099731445312,2309800,2021-08-17,Netflix
520.0,526.3800048828125,518.6500244140625,521.8699951171875,521.8699951171875,2582000,2021-08-18,Netflix
522.739990234375,548.3900146484375,521.8699951171875,543.7100219726562,543.7100219726562,7497300,2021-08-19,Netflix
545.0900268554688,551.3900146484375,539.0999755859375,546.8800048828125,546.8800048828125,3776400,2021-08-20,Netflix
545.97998046875,555.5499877929688,543.739990234375,553.3300170898438,553.3300170898438,2602000,2021-08-23,Netflix
551.47998046875,555.3099975585938,549.27001953125,553.4099731445312,553.4099731445312,2109500,2021-08-24,Netflix
550.1599731445312,552.8400268554688,545.4500122070312,547.5800170898438,547.5800170898438,2065600,2021-08-25,Netflix
546.1599731445312,552.5999755859375,545.9000244140625,550.1199951171875,550.1199951171875,1595500,2021-08-26,Netflix
551.5999755859375,564.1699829101562,549.25,558.9199829101562,558.9199829101562,3252600,2021-08-27,Netflix
557.25,567.1599731445312,556.4500122070312,566.1799926757812,566.1799926757812,2434800,2021-08-30,Netflix
566.1199951171875,569.47998046875,561.6099853515625,569.1900024414062,569.1900024414062,2431900,2021-08-31,Netflix
569.0,591.0,569.0,582.0700073242188,582.0700073242188,5626200,2021-09-01,Netflix
583.6799926757812,598.760009765625,583.6799926757812,588.5499877929688,588.5499877929688,6179900,2021-09-02,Netflix
585.7999877929688,591.8800048828125,583.1400146484375,590.530029296875,590.530029296875,2681200,2021-09-03,Netflix
594.6900024414062,613.8499755859375,593.989990234375,606.7100219726562,606.7100219726562,5821400,2021-09-07,Netflix
603.8400268554688,615.5999755859375,595.7100219726562,606.0499877929688,606.0499877929688,5424500,2021-09-08,Netflix
606.469970703125,609.4400024414062,596.5499877929688,597.5399780273438,597.5399780273438,2954200,2021-09-09,Netflix
598.1599731445312,609.4500122070312,593.6699829101562,598.719970703125,598.719970703125,3950800,2021-09-10,Netflix
598.5700073242188,598.5700073242188,582.780029296875,589.2899780273438,589.2899780273438,3062900,2021-09-13,Netflix
584.8900146484375,587.280029296875,575.5599975585938,577.760009765625,577.760009765625,3457000,2021-09-14,Netflix
578.1699829101562,584.6199951171875,575.3699951171875,582.8699951171875,582.8699951171875,2755600,2021-09-15,Netflix
584.2999877929688,587.47998046875,577.719970703125,586.5,586.5,1832000,2021-09-16,Netflix
587.8499755859375,590.280029296875,580.8499755859375,589.3499755859375,589.3499755859375,4145100,2021-09-17,Netflix
586.7899780273438,591.530029296875,568.0800170898438,575.4299926757812,575.4299926757812,3732200,2021-09-20,Netflix
578.3099975585938,581.8800048828125,569.3699951171875,573.1400146484375,573.1400146484375,2250900,2021-09-21,Netflix
579.6900024414062,595.6500244140625,579.6900024414062,590.6500244140625,590.6500244140625,4021800,2021-09-22,Netflix
590.7899780273438,599.3200073242188,589.1300048828125,593.260009765625,593.260009765625,2526200,2021-09-23,Netflix
592.5,592.97998046875,583.6400146484375,592.3900146484375,592.3900146484375,2126200,2021-09-24,Netflix
587.9500122070312,593.5800170898438,576.9299926757812,592.6400146484375,592.6400146484375,2504700,2021-09-27,Netflix
589.0,599.5399780273438,580.1599731445312,583.8499755859375,583.8499755859375,4431100,2021-09-28,Netflix
589.010009765625,609.8800048828125,588.010009765625,599.0599975585938,599.0599975585938,6221000,2021-09-29,Netflix
608.0499877929688,619.0,608.0499877929688,610.3400268554688,610.3400268554688,6612600,2021-09-30,Netflix
604.239990234375,614.989990234375,597.510009765625,613.1500244140625,613.1500244140625,4090800,2021-10-01,Netflix
613.3900146484375,626.1300048828125,594.6799926757812,603.3499755859375,603.3499755859375,4995900,2021-10-04,Netflix
606.9400024414062,640.3900146484375,606.8900146484375,634.8099975585938,634.8099975585938,9534300,2021-10-05,Netflix
628.1799926757812,639.8699951171875,626.3599853515625,639.0999755859375,639.0999755859375,4580400,2021-10-06,Netflix
642.22998046875,646.8400268554688,630.4500122070312,631.8499755859375,631.8499755859375,3556900,2021-10-07,Netflix
634.1699829101562,643.7999877929688,630.8599853515625,632.6599731445312,632.6599731445312,3272100,2021-10-08,Netflix
633.2000122070312,639.4199829101562,626.780029296875,627.0399780273438,627.0399780273438,2862500,2021-10-11,Netflix
633.02001953125,637.6599731445312,621.989990234375,624.9400024414062,624.9400024414062,3227300,2021-10-12,Netflix
632.1799926757812,632.1799926757812,622.0999755859375,629.760009765625,629.760009765625,2420300,2021-10-13,Netflix
632.22998046875,636.8800048828125,626.7899780273438,633.7999877929688,633.7999877929688,2671700,2021-10-14,Netflix
638.0,639.4199829101562,625.1599731445312,628.2899780273438,628.2899780273438,4116900,2021-10-15,Netflix
632.0999755859375,638.4099731445312,620.5900268554688,637.969970703125,637.969970703125,4669100,2021-10-18,Netflix
636.969970703125,641.0,632.2999877929688,639.0,639.0,7633100,2021-10-19,Netflix
625.5700073242188,637.4000244140625,617.1500244140625,625.1400146484375,625.1400146484375,10622000,2021-10-20,Netflix
628.8900146484375,654.010009765625,628.6500244140625,653.1599731445312,653.1599731445312,8437100,2021-10-21,Netflix
651.8099975585938,665.4600219726562,651.8099975585938,664.780029296875,664.780029296875,6186000,2021-10-22,Netflix
663.739990234375,675.8800048828125,657.0700073242188,671.6599731445312,671.6599731445312,3833500,2021-10-25,Netflix
673.760009765625,676.489990234375,662.77001953125,668.52001953125,668.52001953125,2904800,2021-10-26,Netflix
669.0,671.4099731445312,661.8499755859375,662.9199829101562,662.9199829101562,2276900,2021-10-27,Netflix
670.9500122070312,676.7999877929688,668.030029296875,674.0499877929688,674.0499877929688,2859400,2021-10-28,Netflix
673.0599975585938,690.969970703125,671.239990234375,690.3099975585938,690.3099975585938,3825300,2021-10-29,Netflix
689.0599975585938,689.969970703125,676.5399780273438,681.1699829101562,681.1699829101562,3110900,2021-11-01,Netflix
683.1099853515625,687.6799926757812,673.8200073242188,677.719970703125,677.719970703125,3888600,2021-11-02,Netflix
677.27001953125,689.3900146484375,677.27001953125,688.2899780273438,688.2899780273438,2334900,2021-11-03,Netflix
685.8900146484375,685.9400024414062,665.5,668.4000244140625,668.4000244140625,4865000,2021-11-04,Netflix
663.969970703125,665.6400146484375,645.010009765625,645.719970703125,645.719970703125,5283500,2021-11-05,Netflix
650.2899780273438,656.0,643.7899780273438,651.4500122070312,651.4500122070312,2887500,2021-11-08,Netflix
653.7000122070312,660.5,650.52001953125,655.989990234375,655.989990234375,2415600,2021-11-09,Netflix
653.010009765625,660.3300170898438,642.1099853515625,646.9099731445312,646.9099731445312,2405800,2021-11-10,Netflix
650.239990234375,665.8200073242188,649.7100219726562,657.5800170898438,657.5800170898438,2868300,2021-11-11,Netflix
660.010009765625,683.3400268554688,653.8200073242188,682.6099853515625,682.6099853515625,4198400,2021-11-12,Netflix
681.239990234375,685.260009765625,671.489990234375,679.3300170898438,679.3300170898438,2872200,2021-11-15,Netflix
678.27001953125,688.3599853515625,676.9000244140625,687.4000244140625,687.4000244140625,2077400,2021-11-16,Netflix
690.0,700.989990234375,686.0900268554688,691.6900024414062,691.6900024414062,2732800,2021-11-17,Netflix
691.6099853515625,691.739990234375,679.739990234375,682.02001953125,682.02001953125,2012900,2021-11-18,Netflix
692.3499755859375,694.1599731445312,675.0,678.7999877929688,678.7999877929688,2613700,2021-11-19,Netflix
676.02001953125,679.47998046875,656.469970703125,659.2000122070312,659.2000122070312,2764400,2021-11-22,Netflix
658.1799926757812,666.4299926757812,646.0499877929688,654.0599975585938,654.0599975585938,2320200,2021-11-23,Netflix
658.010009765625,661.4400024414062,651.0999755859375,658.2899780273438,658.2899780273438,1867300,2021-11-24,Netflix
675.0,676.4099731445312,660.6699829101562,665.6400146484375,665.6400146484375,2872500,2021-11-26,Netflix
663.2000122070312,667.989990234375,658.2899780273438,663.8400268554688,663.8400268554688,2529400,2021-11-29,Netflix
668.2000122070312,675.3800048828125,640.010009765625,641.9000244140625,641.9000244140625,5608900,2021-11-30,Netflix
649.47998046875,654.52001953125,617.0700073242188,617.77001953125,617.77001953125,3882800,2021-12-01,Netflix
617.0999755859375,625.3599853515625,612.8800048828125,616.469970703125,616.469970703125,3331100,2021-12-02,Netflix
622.75,625.5,594.0,602.1300048828125,602.1300048828125,4829300,2021-12-03,Netflix
606.010009765625,617.2899780273438,601.0,612.6900024414062,612.6900024414062,3075700,2021-12-06,Netflix
619.8300170898438,628.8900146484375,611.4000244140625,625.5800170898438,625.5800170898438,3125200,2021-12-07,Netflix
630.0,632.4600219726562,623.2000122070312,628.0800170898438,628.0800170898438,2220300,2021-12-08,Netflix
627.5800170898438,630.239990234375,610.4400024414062,611.0,611.0,2376300,2021-12-09,Netflix
616.780029296875,617.739990234375,605.8800048828125,611.6599731445312,611.6599731445312,2748800,2021-12-10,Netflix
612.0,612.6400146484375,599.52001953125,604.5599975585938,604.5599975585938,2517900,2021-12-13,Netflix
598.7100219726562,602.2899780273438,588.1300048828125,597.989990234375,597.989990234375,2984500,2021-12-14,Netflix
598.1799926757812,605.6900024414062,584.510009765625,605.0399780273438,605.0399780273438,2866200,2021-12-15,Netflix
597.0900268554688,602.8300170898438,588.0,591.0599975585938,591.0599975585938,3143200,2021-12-16,Netflix
591.6099853515625,593.25,581.739990234375,586.72998046875,586.72998046875,4386900,2021-12-17,Netflix
586.4299926757812,602.8800048828125,584.260009765625,593.739990234375,593.739990234375,3358400,2021-12-20,Netflix
597.5399780273438,607.8200073242188,593.8599853515625,604.9199829101562,604.9199829101562,2319400,2021-12-21,Netflix
603.3599853515625,614.8200073242188,602.6300048828125,614.239990234375,614.239990234375,2335700,2021-12-22,Netflix
616.4000244140625,616.8800048828125,607.5700073242188,614.0900268554688,614.0900268554688,1621100,2021-12-23,Netflix
615.0,615.0,609.25,613.1199951171875,613.1199951171875,2061500,2021-12-27,Netflix
614.9500122070312,618.4099731445312,609.6900024414062,610.7100219726562,610.7100219726562,1882800,2021-12-28,Netflix
610.7100219726562,613.97998046875,604.6799926757812,610.5399780273438,610.5399780273438,1287200,2021-12-29,Netflix
612.989990234375,620.6099853515625,611.239990234375,612.0900268554688,612.0900268554688,1625100,2021-12-30,Netflix
610.010009765625,614.0800170898438,602.0499877929688,602.4400024414062,602.4400024414062,1995900,2021-12-31,Netflix
605.6099853515625,609.989990234375,590.5599975585938,597.3699951171875,597.3699951171875,3067500,2022-01-03,Netflix
599.9099731445312,600.4099731445312,581.5999755859375,591.1500244140625,591.1500244140625,4393100,2022-01-04,Netflix
592.0,592.8400268554688,566.8800048828125,567.52001953125,567.52001953125,4148700,2022-01-05,Netflix
554.3400268554688,563.3599853515625,542.010009765625,553.2899780273438,553.2899780273438,5711800,2022-01-06,Netflix
549.4600219726562,553.4299926757812,538.219970703125,541.0599975585938,541.0599975585938,3382900,2022-01-07,Netflix
538.489990234375,543.6900024414062,526.3200073242188,539.8499755859375,539.8499755859375,4486100,2022-01-10,Netflix
536.989990234375,543.9099731445312,530.0700073242188,540.8400268554688,540.8400268554688,3077800,2022-01-11,Netflix
544.27001953125,544.27001953125,532.02001953125,537.219970703125,537.219970703125,3787400,2022-01-12,Netflix
537.0599975585938,540.7899780273438,518.260009765625,519.2000122070312,519.2000122070312,4475100,2022-01-13,Netflix
517.5999755859375,538.3699951171875,511.8800048828125,525.6900024414062,525.6900024414062,7861100,2022-01-14,Netflix
520.0800170898438,521.75,508.6799926757813,510.7999877929688,510.7999877929688,4839100,2022-01-18,Netflix
515.0,523.2100219726562,510.510009765625,515.8599853515625,515.8599853515625,4353500,2022-01-19,Netflix
517.75,526.6400146484375,506.9299926757813,508.25,508.25,12659000,2022-01-20,Netflix
400.4299926757813,409.1499938964844,379.989990234375,397.5,397.5,58904300,2022-01-21,Netflix
383.9100036621094,387.260009765625,351.4599914550781,387.1499938964844,387.1499938964844,32346000,2022-01-24,Netflix
379.1400146484375,387.7099914550781,365.1300048828125,366.4200134277344,366.4200134277344,15145800,2022-01-25,Netflix
378.2699890136719,382.6600036621094,356.6199951171875,359.70001220703125,359.70001220703125,12684000,2022-01-26,Netflix
382.05999755859375,394.7999877929688,378.1000061035156,386.7000122070313,386.7000122070313,24324700,2022-01-27,Netflix
386.760009765625,387.0,372.0799865722656,384.3599853515625,384.3599853515625,11966600,2022-01-28,Netflix
401.9700012207031,427.7000122070313,398.2000122070313,427.1400146484375,427.1400146484375,20047500,2022-01-31,Netflix
432.9599914550781,458.4800109863281,425.5400085449219,457.1300048828125,457.1300048828125,22568100,2022-02-01,Netflix
448.25,451.9800109863281,426.4800109863281,429.4800109863281,429.4800109863281,14346000,2022-02-02,Netflix
421.4400024414063,429.260009765625,404.2799987792969,405.6000061035156,405.6000061035156,9905200,2022-02-03,Netflix
407.30999755859375,412.7699890136719,396.6400146484375,410.1700134277344,410.1700134277344,7789800,2022-02-04,Netflix
410.1700134277344,412.3500061035156,393.5499877929688,402.1000061035156,402.1000061035156,8232900,2022-02-07,Netflix
398.1799926757813,406.6099853515625,395.8299865722656,403.5299987792969,403.5299987792969,6818500,2022-02-08,Netflix
408.6499938964844,412.9800109863281,398.7900085449219,412.8900146484375,412.8900146484375,7738200,2022-02-09,Netflix
402.1000061035156,408.0,396.3599853515625,406.2699890136719,406.2699890136719,8452900,2022-02-10,Netflix
405.3299865722656,411.6099853515625,387.6499938964844,391.30999755859375,391.30999755859375,7558900,2022-02-11,Netflix
387.5899963378906,409.3599853515625,386.8900146484375,396.5700073242188,396.5700073242188,7202200,2022-02-14,Netflix
403.7900085449219,409.1600036621094,401.010009765625,407.4599914550781,407.4599914550781,5392300,2022-02-15,Netflix
401.5299987792969,401.55999755859375,390.3800048828125,398.0799865722656,398.0799865722656,5277700,2022-02-16,Netflix
394.239990234375,399.1099853515625,385.7000122070313,386.6700134277344,386.6700134277344,4669200,2022-02-17,Netflix
392.5299987792969,402.8699951171875,389.0499877929688,391.2900085449219,391.2900085449219,6801700,2022-02-18,Netflix
388.9500122070313,392.4200134277344,373.0199890136719,377.3800048828125,377.3800048828125,6697500,2022-02-22,Netflix
382.7200012207031,386.0,366.6600036621094,367.4599914550781,367.4599914550781,4614300,2022-02-23,Netflix
355.0899963378906,390.7300109863281,354.7200012207031,390.0299987792969,390.0299987792969,7068700,2022-02-24,Netflix
386.6099853515625,391.2900085449219,375.5799865722656,390.7999877929688,390.7999877929688,4841600,2022-02-25,Netflix
387.3299865722656,397.75,382.1300048828125,394.5199890136719,394.5199890136719,5035000,2022-02-28,Netflix
391.6000061035156,395.0,383.7099914550781,386.239990234375,386.239990234375,3290400,2022-03-01,Netflix
388.9299926757813,389.2200012207031,375.2099914550781,380.0299987792969,380.0299987792969,5356800,2022-03-02,Netflix
386.0,386.1199951171875,364.6499938964844,368.0700073242188,368.0700073242188,6076800,2022-03-03,Netflix
368.0,374.8200073242188,357.1700134277344,361.7300109863281,361.7300109863281,5325500,2022-03-04,Netflix
360.4100036621094,362.0,350.20001220703125,350.260009765625,350.260009765625,5708400,2022-03-07,Netflix
349.79998779296875,358.8599853515625,340.6700134277344,341.760009765625,341.760009765625,6428700,2022-03-08,Netflix
357.69000244140625,364.1400146484375,350.510009765625,358.7900085449219,358.7900085449219,6520200,2022-03-09,Netflix
356.20001220703125,367.0199890136719,353.29998779296875,356.7699890136719,356.7699890136719,4807800,2022-03-10,Netflix
361.1900024414063,363.3599853515625,340.0,340.32000732421875,340.32000732421875,4819900,2022-03-11,Netflix
338.7200012207031,341.32000732421875,329.82000732421875,331.010009765625,331.010009765625,5907800,2022-03-14,Netflix
335.1000061035156,345.3599853515625,332.3599853515625,343.75,343.75,5460600,2022-03-15,Netflix
348.20001220703125,359.989990234375,343.0599975585937,357.5299987792969,357.5299987792969,6982500,2022-03-16,Netflix
359.70001220703125,373.30999755859375,354.8800048828125,371.3999938964844,371.3999938964844,5818300,2022-03-17,Netflix
372.0,381.7999877929688,368.4700012207031,380.6000061035156,380.6000061035156,8324800,2022-03-18,Netflix
378.0199890136719,381.8200073242188,368.9400024414063,374.5899963378906,374.5899963378906,4866500,2022-03-21,Netflix
371.1400146484375,386.6600036621094,366.760009765625,382.9200134277344,382.9200134277344,4242800,2022-03-22,Netflix
379.7699890136719,382.4599914550781,374.489990234375,374.489990234375,374.489990234375,3729000,2022-03-23,Netflix
379.760009765625,379.760009765625,368.8999938964844,375.7099914550781,375.7099914550781,3888500,2022-03-24,Netflix
377.0700073242188,377.6400146484375,366.4299926757813,373.8500061035156,373.8500061035156,3574500,2022-03-25,Netflix
375.2300109863281,380.2799987792969,366.7300109863281,378.510009765625,378.510009765625,4323400,2022-03-28,Netflix
384.3900146484375,396.5,380.3299865722656,391.8200073242188,391.8200073242188,5880700,2022-03-29,Netflix
389.5499877929688,392.7000122070313,378.6300048828125,381.4700012207031,381.4700012207031,4023300,2022-03-30,Netflix
383.5899963378906,384.0,373.6099853515625,374.5899963378906,374.5899963378906,4134700,2022-03-31,Netflix
376.7999877929688,380.8699951171875,368.5,373.4700012207031,373.4700012207031,4644200,2022-04-01,Netflix
373.5499877929688,396.0199890136719,373.1300048828125,391.5,391.5,7001800,2022-04-04,Netflix
389.2999877929688,390.0,377.30999755859375,380.1499938964844,380.1499938964844,4234500,2022-04-05,Netflix
374.1499938964844,376.4700012207031,362.7300109863281,368.3500061035156,368.3500061035156,4354900,2022-04-06,Netflix
365.0,368.5400085449219,353.69000244140625,362.1499938964844,362.1499938964844,4948900,2022-04-07,Netflix
361.9599914550781,362.5,354.8699951171875,355.8800048828125,355.8800048828125,4025200,2022-04-08,Netflix
350.0,354.7799987792969,345.20001220703125,348.0,348.0,3777100,2022-04-11,Netflix
355.9100036621094,359.4100036621094,342.25,344.1000061035156,344.1000061035156,3824300,2022-04-12,Netflix
